z6-16041,Port 1,Port 1,Port 1,Port 4,Port 5,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
7/21/2024 4:30,15,15,715,0,0,0,0,100,8074,87.95,19.4
7/21/2024 4:45,15,15,754,0,0,0,0,100,8074,87.95,19.4
7/21/2024 5:00,15,15,721,0,0,0,0,100,8073,87.94,19.4
7/21/2024 5:15,15,15,743,0,0,0,0,100,8075,87.94,19.3
7/21/2024 5:30,15,15,817,0,0,0,0,100,8072,87.94,19.4
7/21/2024 5:45,15,15,883,0,0,0,0,100,8071,87.95,19.4
7/21/2024 6:00,15,15,826,0,0,0,0,100,8070,87.96,19.4
7/21/2024 6:15,15,15,854,0,0,0,0,100,8069,87.97,19.4
7/21/2024 6:30,15,15,850,0,0,0,0,100,8070,87.99,19.5
7/21/2024 6:45,15,15,759,0,0,0,0,100,8070,88.01,19.5
7/21/2024 7:00,15,15,705,0,0,0,0,100,8068,88.04,19.5
7/21/2024 7:15,15,15,665,0,0,0,0,100,8067,88.05,19.5
7/21/2024 7:30,15,15,645,0,0,0,0,100,8067,88.07,19.5
7/21/2024 7:45,15,15,636,0,0,0,0,100,8066,88.09,19.6
7/21/2024 8:00,15,15,629,0,0,0,0,100,8067,88.08,19.5
7/21/2024 8:15,15,15,906,0,0,0,0,100,8065,88.11,19.5
7/21/2024 8:30,15,15,746,0,0,0,0,100,8053,88.12,19.6
7/21/2024 8:45,15,15,859,0,0,0.2,12,100,8053,88.11,19.7
7/21/2024 9:00,15,15,811,0,0,0,0,100,8054,88.1,19.8
7/21/2024 9:15,15,15,646,0,0,0,0,100,8055,88.1,20
7/21/2024 9:30,15,15,612,0,0,0.2,12,100,8042,88.1,20.4
7/21/2024 9:45,15,15,586,0,0,0,0,100,8051,88.09,21
7/21/2024 10:00,15,15,564,0,0,0,0,100,8050,88.09,21.2
7/21/2024 10:15,15,15,549,0,0,0,0,100,8050,88.1,21.1
7/21/2024 10:30,15,15,604,0,0,0,0,100,8052,88.1,20.9
7/21/2024 10:45,15,15,578,0,0,0,0,100,8053,88.07,20.6
7/21/2024 11:00,15,15,586,0,0,0,0,100,8048,88.06,20.4
7/21/2024 11:15,15,15,672,0,0,0,0,100,8050,88.03,20.3
7/21/2024 11:30,15,15,612,0,0,0,0,100,8052,88.01,20.3
7/21/2024 11:45,15,15,654,0,0,0,0,100,8051,88,20.4
7/21/2024 12:00,15,15,577,0,0,0,0,100,8048,88.01,20.4
7/21/2024 12:15,15,15,579,0,0,0,0,100,8051,88.01,20.4
7/21/2024 12:30,15,15,543,0,0,0,0,100,8050,88,20.4
7/21/2024 12:45,15,15,516,0,0,0,0,100,8050,87.95,20.6
7/21/2024 13:00,15,15,502,0,0,0,0,100,8050,87.95,20.8
7/21/2024 13:15,15,15,522,0,0,0,0,100,8054,87.94,21.1
7/21/2024 13:30,15,15,627,0,0,0,0,100,8053,87.94,21.3
7/21/2024 13:45,15,15,591,0,0,0,0,100,8053,87.94,21.3
7/21/2024 14:00,15,15,532,0,0,0,0,100,8056,87.92,21.5
7/21/2024 14:15,15,15,488,0,0,0,0,100,8058,87.9,21.7
7/21/2024 14:30,15,9,453,0,0,0,0,100,8061,87.9,22
7/21/2024 14:45,15,0,452,0,0,0,0,100,8063,87.89,22.4
7/21/2024 15:00,15,0,453,0,0,0,0,100,8065,87.89,22.6
7/21/2024 15:15,15,0,453,0,0,0,0,100,8064,87.89,22.6
7/21/2024 15:30,15,0,453,0,0,0,0,100,8066,87.89,22.5
7/21/2024 15:45,15,0,453,0,0,0,0,100,8063,87.91,22.4
7/21/2024 16:00,15,0,454,0,0,0,0,100,8059,87.91,22.4
7/21/2024 16:15,15,0,454,0,0,0,0,100,8061,87.92,22.3
7/21/2024 16:30,15,0,456,0,0,0,0,100,8060,87.94,22
7/21/2024 16:45,15,1,457,0,0,0,0,100,8058,87.95,21.6
7/21/2024 17:00,15,14,652,0,0,0,0,100,8059,87.96,21.3
7/21/2024 17:15,15,15,664,0,0,0,0,100,8055,87.95,20.9
7/21/2024 17:30,15,15,640,0,0,0,0,100,8055,87.95,20.7
7/21/2024 17:45,15,15,653,0,0,0,0,100,8055,87.94,20.5
7/21/2024 18:00,15,15,629,0,0,0,0,100,8053,87.94,20.5
7/21/2024 18:15,15,15,606,0,0,0,0,100,8054,87.97,20.4
7/21/2024 18:30,15,15,620,0,0,0,0,100,8054,87.98,20.3
7/21/2024 18:45,15,15,607,0,0,0,0,100,8051,87.98,20.3
7/21/2024 19:00,15,15,587,0,0,0,0,100,8052,87.99,20.3
7/21/2024 19:15,15,15,554,0,0,0,0,100,8049,88.02,20.3
7/21/2024 19:30,15,15,543,0,0,0,0,100,8050,88.03,20.2
7/21/2024 19:45,15,15,532,0,0,0,0,100,8051,88.03,20.2
7/21/2024 20:00,15,15,528,0,0,0,0,100,8048,88.04,20.2
7/21/2024 20:15,15,15,524,0,0,0,0,100,8048,88.06,20.2
7/21/2024 20:30,15,15,522,0,0,0,0,100,8045,88.06,20.1
7/21/2024 20:45,15,15,640,0,0,0,0,100,8044,88.07,20.1
7/21/2024 21:00,15,15,769,0,0,0,0,100,8048,88.07,20.1
7/21/2024 21:15,15,15,732,0,0,0,0,100,8044,88.06,20
7/21/2024 21:30,15,15,700,0,0,0,0,100,8045,88.07,20
7/21/2024 21:45,15,15,668,0,0,0,0,100,8045,88.08,20
7/21/2024 22:00,15,15,655,0,0,0,0,100,8045,88.07,20
7/21/2024 22:15,15,15,639,0,0,0,0,100,8042,88.05,19.9
7/21/2024 22:30,15,15,636,0,0,0,0,100,8041,88.02,19.8
7/21/2024 22:45,15,15,622,0,0,0,0,100,8042,88,19.8
7/21/2024 23:00,15,15,605,0,0,0,0,100,8042,87.98,19.8
7/21/2024 23:15,15,15,614,0,0,0,0,100,8043,87.98,19.7
7/21/2024 23:30,15,15,618,0,0,0,0,100,8040,87.96,19.6
7/21/2024 23:45,15,15,615,0,0,0,0,100,8041,87.95,19.5
7/22/2024 0:00,15,15,603,0,0,0,0,100,8038,87.93,19.6
7/22/2024 0:15,15,15,600,0,0,0,0,100,8019,87.93,19.8
7/22/2024 0:30,15,15,570,0,0,0,0,100,8029,87.91,19.8
7/22/2024 0:45,15,15,552,0,0,0,0,100,8027,87.91,19.7
7/22/2024 1:00,15,15,565,0,0,0,0,100,8027,87.91,19.7
7/22/2024 1:15,15,15,534,0,0,0,0,100,8027,87.91,19.7
7/22/2024 1:30,15,15,619,0,0,0,0,100,8026,87.88,19.7
7/22/2024 1:45,15,15,614,0,0,0,0,100,8027,87.86,19.5
7/22/2024 2:00,15,15,571,0,0,0,0,100,8026,87.86,19.4
7/22/2024 2:15,15,15,522,0,0,0,0,100,8026,87.86,19.5
7/22/2024 2:30,15,15,506,0,0,0,0,100,8027,87.86,19.5
7/22/2024 2:45,15,15,492,0,0,0,0,100,8024,87.85,19.5
7/22/2024 3:00,15,15,479,0,0,0,0,100,8024,87.84,19.6
7/22/2024 3:15,15,15,472,0,0,0,0,100,8028,87.84,19.6
7/22/2024 3:30,15,15,472,0,0,0,0,100,8026,87.83,19.6
7/22/2024 3:45,15,15,463,0,0,0,0,100,8025,87.81,19.4
7/22/2024 4:00,15,15,468,0,0,0,0,100,8025,87.81,19.3
7/22/2024 4:15,15,10,456,0,0,0,0,100,8022,87.84,19.2
7/22/2024 4:30,15,0,456,0,0,0,0,100,8022,87.88,19.3
7/22/2024 4:45,15,0,457,0,0,0,0,100,8023,87.87,19.4
7/22/2024 5:00,15,12,464,0,0,0,0,100,8023,87.85,19.3
7/22/2024 5:15,15,15,473,0,0,0,0,100,8023,87.85,19.1
7/22/2024 5:30,15,15,468,0,0,0,0,100,8021,87.86,19
7/22/2024 5:45,15,15,466,0,0,0,0,100,8020,87.88,19.1
7/22/2024 6:00,15,8,459,0,0,0,0,100,8023,87.92,19.1
7/22/2024 6:15,15,0,456,0,0,0,0,100,8021,87.95,19.3
7/22/2024 6:30,15,0,458,0,0,0,0,100,8022,87.94,19.5
7/22/2024 6:45,15,0,456,0,0,0,0,100,8020,87.94,19.6
7/22/2024 7:00,15,0,456,0,0,0,0,100,8020,87.94,19.8
7/22/2024 7:15,15,0,456,0,0,0,0,100,8019,87.95,20
7/22/2024 7:30,15,8,463,0,0,0,0,100,8022,87.97,20
7/22/2024 7:45,15,1,459,0,0,0,0,100,8022,87.98,20.2
7/22/2024 8:00,15,15,773,0,0,0,0,100,8021,87.99,20.3
7/22/2024 8:15,15,15,688,0,0,0,0,100,8021,88,20.4
7/22/2024 8:30,15,15,670,0,0,0,0,100,8023,87.99,20.7
7/22/2024 8:45,15,15,652,0,0,0,0,100,8016,87.99,21.3
7/22/2024 9:00,15,15,623,0,0,0,0,100,8018,88.01,22.2
7/22/2024 9:15,15,15,554,0,0,0,0,100,8023,88.01,23.2
7/22/2024 9:30,15,15,503,0,0,0,0,100,7996,88,24.5
7/22/2024 9:45,11,9,447,0,0,0,0,100,8025,88.01,25.9
7/22/2024 10:00,0,0,448,0,0,0,0,100,8034,88.02,26.8
7/22/2024 10:15,0,0,447,0,0,0,0,100,8040,88.02,27.3
7/22/2024 10:30,0,0,446,0,0,0,0,100,8049,88.02,28
7/22/2024 10:45,0,0,447,0,0,0,0,100,8060,88.03,28.9
7/22/2024 11:00,0,0,447,0,0,0,0,100,8067,88,29.1
7/22/2024 11:15,0,0,447,0,0,0,0,100,8073,87.98,29.2
7/22/2024 11:30,0,0,447,0,0,0,0,100,8083,87.97,29.3
7/22/2024 11:45,0,0,447,0,0,0,0,100,8091,87.95,29.6
7/22/2024 12:00,0,0,447,0,0,0,0,100,8100,87.93,29.8
7/22/2024 12:15,0,0,448,0,0,0,0,100,8112,87.91,29.7
7/22/2024 12:30,0,0,448,0,0,0,0,100,8116,87.92,30
7/22/2024 12:45,0,0,448,0,0,0,0,100,8118,87.93,29.4
7/22/2024 13:00,0,0,449,0,0,0,0,100,8118,87.93,28.9
7/22/2024 13:15,13,0,451,0,0,0,0,100,8117,87.9,28.2
7/22/2024 13:30,6,0,450,0,0,0,0,100,8116,87.89,27.5
7/22/2024 13:45,4,0,446,0,0,0,0,100,8133,87.89,27.1
7/22/2024 14:00,0,0,446,0,0,0,0,100,8143,87.88,28.4
7/22/2024 14:15,1,0,450,0,0,0,0,100,8140,87.85,29.4
7/22/2024 14:30,15,0,451,0,0,0,0,100,8134,87.86,28
7/22/2024 14:45,15,12,780,0,0,0,0,100,8132,87.84,26.5
7/22/2024 15:00,15,15,910,0,0,0,0,100,8124,87.82,25.1
7/22/2024 15:15,15,15,997,0,0,0.4,24,100,8118,87.83,23.7
7/22/2024 15:30,15,15,984,0,0,5.8,72,100,8119,87.89,22.4
7/22/2024 15:45,15,15,991,0,0,9.4,108,100,8114,87.93,21.3
7/22/2024 16:00,15,15,921,0,0,3.8,36,100,8112,87.92,19.7
7/22/2024 16:15,15,15,734,0,0,0.2,12,100,8109,87.91,18.9
7/22/2024 16:30,15,15,679,0,0,0.2,12,100,8108,87.94,18.6
7/22/2024 16:45,15,15,826,0,0,0,0,100,8108,87.94,18.6
7/22/2024 17:00,15,15,686,0,0,0,0,100,8105,87.93,18.7
7/22/2024 17:15,15,15,660,0,0,0,0,100,8105,87.96,18.8
7/22/2024 17:30,15,15,643,0,0,0,0,100,8102,87.97,18.9
7/22/2024 17:45,15,15,632,0,0,0,0,100,8102,87.96,19
7/22/2024 18:00,15,15,654,0,0,0,0,100,8100,87.97,19.1
7/22/2024 18:15,15,15,640,0,0,0,0,100,8099,88,19.1
7/22/2024 18:30,15,15,652,0,0,0,0,100,8099,87.98,19
7/22/2024 18:45,15,15,700,0,0,0,0,100,8099,87.95,18.9
7/22/2024 19:00,15,15,723,0,0,0,0,100,8095,88.02,18.9
7/22/2024 19:15,15,15,799,0,0,0,0,100,8092,88.03,18.9
7/22/2024 19:30,15,15,746,0,0,0,0,100,8096,88.09,19.1
7/22/2024 19:45,15,15,743,0,0,0,0,100,8092,88.1,19.2
7/22/2024 20:00,15,15,934,0,0,0,0,100,8091,88.07,19.3
7/22/2024 20:15,15,15,761,0,0,0,0,100,8090,88.07,19.4
7/22/2024 20:30,15,15,734,0,0,0.2,12,100,8089,88.09,19.5
7/22/2024 20:45,15,15,722,0,0,0,0,100,8089,88.12,19.4
7/22/2024 21:00,15,15,678,0,0,0,0,100,8087,88.12,19.3
7/22/2024 21:15,15,15,673,0,0,0,0,100,8086,88.12,19.1
7/22/2024 21:30,15,15,667,0,0,0,0,100,8085,88.13,19
7/22/2024 21:45,15,15,676,0,0,0,0,100,8083,88.14,18.7
7/22/2024 22:00,15,15,644,0,0,0,0,100,8086,88.16,18.6
7/22/2024 22:15,15,15,603,0,0,0,0,100,8083,88.19,18.7
7/22/2024 22:30,15,15,596,0,0,0,0,100,8083,88.19,18.8
7/22/2024 22:45,15,15,592,0,0,0,0,100,8080,88.18,18.8
7/22/2024 23:00,15,15,582,0,0,0,0,100,8082,88.18,18.8
7/22/2024 23:15,15,15,572,0,0,0,0,100,8080,88.17,19
7/22/2024 23:30,15,15,563,0,0,0,0,100,8080,88.16,19.1
7/22/2024 23:45,15,15,558,0,0,0,0,100,8077,88.17,19.2
7/23/2024 0:00,15,15,559,0,0,0,0,100,8076,88.16,19.2
7/23/2024 0:15,15,15,938,0,0,0,0,100,8054,88.15,19.5
7/23/2024 0:30,15,15,856,0,0,1,12,100,8061,88.13,19.5
7/23/2024 0:45,15,15,792,0,0,0.4,12,100,8062,88.08,19.4
7/23/2024 1:00,15,15,751,0,0,0,0,100,8063,88.07,19.2
7/23/2024 1:15,15,15,722,0,0,0,0,100,8059,88.06,18.9
7/23/2024 1:30,15,15,691,0,0,0,0,100,8061,88.05,18.7
7/23/2024 1:45,15,15,669,0,0,0.2,12,100,8058,88.02,18.7
7/23/2024 2:00,15,15,658,0,0,0,0,100,8060,88,18.8
7/23/2024 2:15,15,15,649,0,0,0,0,100,8059,87.99,18.9
7/23/2024 2:30,15,15,646,0,0,0,0,100,8059,87.98,18.9
7/23/2024 2:45,15,15,650,0,0,0,0,100,8055,87.97,18.9
7/23/2024 3:00,15,15,645,0,0,0,0,100,8056,87.98,18.9
7/23/2024 3:15,15,15,629,0,0,0,0,100,8056,87.98,19
7/23/2024 3:30,15,15,625,0,0,0,0,100,8055,87.98,19.1
7/23/2024 3:45,15,15,769,0,0,0,0,100,8056,87.98,19.2
7/23/2024 4:00,15,15,994,0,0,0,0,100,8055,87.98,19.3
7/23/2024 4:15,15,15,913,0,0,0,0,100,8053,87.98,19.3
7/23/2024 4:30,15,15,712,0,0,0,0,100,8055,87.99,19.3
7/23/2024 4:45,15,15,731,0,0,0,0,100,8052,88.02,19.3
7/23/2024 5:00,15,15,704,0,0,0,0,100,8051,88.04,19.3
7/23/2024 5:15,15,15,806,0,0,0.2,12,100,8051,88.06,19.4
7/23/2024 5:30,15,15,686,0,0,0,0,100,8051,88.07,19.4
7/23/2024 5:45,15,15,833,0,0,0,0,100,8049,88.09,19.4
7/23/2024 6:00,15,15,782,0,0,0.4,12,100,8048,88.1,19.4
7/23/2024 6:15,15,15,740,0,0,0,0,100,8048,88.11,19.4
7/23/2024 6:30,15,15,842,0,0,0,0,100,8047,88.13,19.4
7/23/2024 6:45,15,15,819,0,0,0.2,12,100,8048,88.15,19.4
7/23/2024 7:00,15,15,879,0,0,0.2,12,100,8048,88.17,19.4
7/23/2024 7:15,15,15,758,0,0,0,0,100,8046,88.17,19.5
7/23/2024 7:30,15,15,873,0,0,0.2,12,100,8047,88.17,19.5
7/23/2024 7:45,15,15,819,0,0,0.2,12,100,8048,88.18,19.5
7/23/2024 8:00,15,15,691,0,0,0.2,12,100,8045,88.21,19.5
7/23/2024 8:15,15,15,1056,0,0,0,0,100,8037,88.23,19.6
7/23/2024 8:30,15,15,768,0,0,0.6,12,100,8039,88.27,19.6
7/23/2024 8:45,15,15,950,0,0,2,48,100,8038,88.27,19.3
7/23/2024 9:00,15,15,928,0,0,2,24,100,8035,88.3,19.2
7/23/2024 9:15,15,15,832,0,0,0.8,12,100,8038,88.31,18.9
7/23/2024 9:30,15,15,660,0,0,0.2,12,100,8029,88.28,18.9
7/23/2024 9:45,15,15,629,0,0,0.2,12,100,8030,88.25,18.9
7/23/2024 10:00,15,15,602,0,0,0,0,100,8034,88.24,19.2
7/23/2024 10:15,15,15,568,0,0,0,0,100,8038,88.22,19.6
7/23/2024 10:30,15,15,542,0,0,0,0,100,8041,88.19,20
7/23/2024 10:45,15,15,513,0,0,0,0,100,8045,88.18,20.3
7/23/2024 11:00,15,15,478,0,0,0,0,100,8051,88.19,20.6
7/23/2024 11:15,15,7,453,0,0,0,0,100,8055,88.19,20.7
7/23/2024 11:30,15,0,451,0,0,0,0,100,8058,88.21,20.9
7/23/2024 11:45,15,0,453,0,0,0,0,100,8061,88.2,21.4
7/23/2024 12:00,15,0,452,0,0,0,0,100,8063,88.19,21.2
7/23/2024 12:15,15,0,452,0,0,0,0,100,8068,88.17,21.1
7/23/2024 12:30,15,0,451,0,0,0,0,100,8076,88.17,21.5
7/23/2024 12:45,15,0,452,0,0,0,0,100,8078,88.17,21.8
7/23/2024 13:00,15,0,452,0,0,0,0,100,8080,88.15,21.8
7/23/2024 13:15,15,0,453,0,0,0,0,100,8080,88.16,21.5
7/23/2024 13:30,15,9,631,0,0,0,0,100,8080,88.15,21.1
7/23/2024 13:45,15,15,495,0,0,0,0,100,8083,88.13,20.9
7/23/2024 14:00,15,12,456,0,0,0,0,100,8088,88.11,21.4
7/23/2024 14:15,15,0,456,0,0,0,0,100,8088,88.09,21.8
7/23/2024 14:30,15,0,453,0,0,0,0,100,8089,88.09,21.7
7/23/2024 14:45,15,0,452,0,0,0,0,100,8094,88.07,21.9
7/23/2024 15:00,15,0,453,0,0,0,0,100,8093,88.06,22.2
7/23/2024 15:15,15,0,453,0,0,0,0,100,8095,88.06,22.1
7/23/2024 15:30,15,0,452,0,0,0,0,100,8094,88.08,21.9
7/23/2024 15:45,15,0,453,0,0,0,0,100,8096,88.09,21.8
7/23/2024 16:00,15,0,453,0,0,0,0,100,8093,88.1,21.5
7/23/2024 16:15,15,0,453,0,0,0,0,100,8093,88.1,21.4
7/23/2024 16:30,15,0,453,0,0,0,0,100,8091,88.1,21.2
7/23/2024 16:45,15,0,453,0,0,0,0,100,8089,88.1,21.1
7/23/2024 17:00,15,0,454,0,0,0,0,100,8086,88.12,20.9
7/23/2024 17:15,15,0,454,0,0,0,0,100,8084,88.13,20.7
7/23/2024 17:30,15,0,454,0,0,0,0,100,8086,88.15,20.5
7/23/2024 17:45,15,0,455,0,0,0,0,100,8083,88.17,20.3
7/23/2024 18:00,15,0,455,0,0,0,0,100,8080,88.2,20
7/23/2024 18:15,15,0,457,0,0,0,0,100,8079,88.21,19.8
7/23/2024 18:30,15,8,468,0,0,0,0,100,8077,88.2,19.4
7/23/2024 18:45,15,14,459,0,0,0,0,100,8077,88.21,19.1
7/23/2024 19:00,15,0,455,0,0,0,0,100,8076,88.22,18.9
7/23/2024 19:15,15,0,458,0,0,0,0,100,8074,88.23,18.7
7/23/2024 19:30,15,0,456,0,0,0,0,100,8073,88.23,18.5
7/23/2024 19:45,15,0,457,0,0,0,0,100,8074,88.26,18.2
7/23/2024 20:00,15,4,456,0,0,0,0,100,8070,88.29,18.1
7/23/2024 20:15,15,0,457,0,0,0,0,100,8070,88.29,18.1
7/23/2024 20:30,15,2,460,0,0,0,0,100,8068,88.3,18
7/23/2024 20:45,15,0,455,0,0,0,0,100,8070,88.34,17.9
7/23/2024 21:00,15,0,456,0,0,0,0,100,8067,88.34,18.1
7/23/2024 21:15,15,4,460,0,0,0,0,100,8068,88.33,18.2
7/23/2024 21:30,15,4,459,0,0,0,0,100,8068,88.32,18.1
7/23/2024 21:45,15,4,457,0,0,0,0,100,8065,88.32,18.1
7/23/2024 22:00,15,0,457,0,0,0,0,100,8067,88.33,18.1
7/23/2024 22:15,15,0,455,0,0,0,0,100,8065,88.34,18.2
7/23/2024 22:30,15,0,456,0,0,0,0,100,8063,88.34,18.2
7/23/2024 22:45,15,0,456,0,0,0,0,100,8061,88.33,18.1
7/23/2024 23:00,15,1,458,0,0,0,0,100,8062,88.3,18
7/23/2024 23:15,15,0,455,0,0,0,0,100,8063,88.3,17.8
7/23/2024 23:30,15,0,455,0,0,0,0,100,8061,88.3,17.9
7/23/2024 23:45,15,0,455,0,0,0,0,100,8064,88.27,17.8
7/24/2024 0:00,15,0,457,0,0,0,0,100,8060,88.26,17.8
7/24/2024 0:15,15,0,458,0,0,0,0,100,8039,88.24,18
7/24/2024 0:30,15,0,457,0,0,0,0,100,8041,88.22,18.1
7/24/2024 0:45,15,0,455,0,0,0,0,100,8047,88.23,18.1
7/24/2024 1:00,15,0,456,0,0,0,0,100,8044,88.23,18.3
7/24/2024 1:15,15,0,458,0,0,0,0,100,8043,88.23,18.4
7/24/2024 1:30,15,0,458,0,0,0,0,100,8045,88.24,18.4
7/24/2024 1:45,15,4,460,0,0,0,0,100,8043,88.23,18.5
7/24/2024 2:00,15,0,459,0,0,0,0,100,8041,88.23,18.5
7/24/2024 2:15,15,13,464,0,0,0,0,100,8042,88.22,18.4
7/24/2024 2:30,15,15,460,0,0,0,0,100,8041,88.2,18.3
7/24/2024 2:45,15,0,457,0,0,0,0,100,8043,88.19,18.3
7/24/2024 3:00,15,6,461,0,0,0,0,100,8041,88.18,18.3
7/24/2024 3:15,15,8,461,0,0,0,0,100,8042,88.18,18.3
7/24/2024 3:30,15,6,459,0,0,0,0,100,8039,88.18,18.3
7/24/2024 3:45,15,0,458,0,0,0,0,100,8039,88.19,18.4
7/24/2024 4:00,15,1,457,0,0,0,0,100,8039,88.19,18.5
7/24/2024 4:15,15,0,456,0,0,0,0,100,8036,88.21,18.7
7/24/2024 4:30,15,0,457,0,0,0,0,100,8038,88.22,18.8
7/24/2024 4:45,15,0,457,0,0,0,0,100,8037,88.21,18.9
7/24/2024 5:00,15,0,458,0,0,0,0,100,8037,88.21,18.9
7/24/2024 5:15,15,0,457,0,0,0,0,100,8036,88.22,18.9
7/24/2024 5:30,15,0,457,0,0,0,0,100,8037,88.24,19
7/24/2024 5:45,15,0,457,0,0,0,0,100,8036,88.25,19
7/24/2024 6:00,15,0,456,0,0,0,0,100,8037,88.28,19.1
7/24/2024 6:15,15,0,456,0,0,0,0,100,8036,88.29,19.2
7/24/2024 6:30,15,0,456,0,0,0,0,100,8034,88.29,19.3
7/24/2024 6:45,15,0,455,0,0,0,0,100,8036,88.29,19.4
7/24/2024 7:00,15,0,457,0,0,0,0,100,8033,88.3,19.6
7/24/2024 7:15,15,13,847,0,0,0,0,100,8034,88.32,19.8
7/24/2024 7:30,15,15,682,0,0,0,0,100,8034,88.33,19.7
7/24/2024 7:45,15,15,574,0,0,0,0,100,8033,88.34,19.7
7/24/2024 8:00,15,15,560,0,0,0,0,100,8033,88.35,19.7
7/24/2024 8:15,15,15,545,0,0,0,0,100,8033,88.35,19.8
7/24/2024 8:30,15,15,532,0,0,0,0,100,8031,88.35,20.1
7/24/2024 8:45,15,15,516,0,0,0,0,100,8032,88.35,20.3
7/24/2024 9:00,15,15,500,0,0,0,0,100,8033,88.36,20.6
7/24/2024 9:15,15,15,464,0,0,0,0,100,8037,88.38,21.3
7/24/2024 9:30,15,1,452,0,0,0,0,100,8037,88.4,22.3
7/24/2024 9:45,15,0,451,0,0,0,0,100,8039,88.41,23
7/24/2024 10:00,11,0,448,0,0,0,0,100,8047,88.41,23.7
7/24/2024 10:15,0,0,449,0,0,0,0,100,8053,88.4,24.9
7/24/2024 10:30,11,0,453,0,0,0,0,100,8055,88.4,25
7/24/2024 10:45,15,14,626,0,0,0,0,100,8054,88.4,24.4
7/24/2024 11:00,15,15,547,0,0,0,0,100,8058,88.39,24.1
7/24/2024 11:15,15,15,716,0,0,0,0,100,8058,88.38,24.1
7/24/2024 11:30,15,15,888,0,0,0,0,100,8059,88.36,23.1
7/24/2024 11:45,15,15,837,0,0,0,0,100,8062,88.34,22.4
7/24/2024 12:00,15,15,800,0,0,0,0,100,8065,88.32,22.2
7/24/2024 12:15,15,15,586,0,0,0,0,100,8083,88.3,22.5
7/24/2024 12:30,15,15,539,0,0,0,0,100,8096,88.29,23.7
7/24/2024 12:45,15,15,513,0,0,0,0,100,8096,88.27,24.6
7/24/2024 13:00,15,15,499,0,0,0,0,100,8094,88.26,24.3
7/24/2024 13:15,15,15,479,0,0,0,0,100,8093,88.26,23.8
7/24/2024 13:30,15,15,460,0,0,0,0,100,8092,88.24,23.2
7/24/2024 13:45,15,0,452,0,0,0,0,100,8096,88.24,23.1
7/24/2024 14:00,15,6,466,0,0,0,0,100,8093,88.25,22.8
7/24/2024 14:15,15,15,897,0,0,0,0,100,8093,88.24,22
7/24/2024 14:30,15,15,872,0,0,0,0,100,8089,88.24,21.6
7/24/2024 14:45,15,15,910,0,0,0,0,100,8092,88.21,21.2
7/24/2024 15:00,15,15,876,0,0,0.6,12,100,8090,88.21,20.9
7/24/2024 15:15,15,15,858,0,0,1.2,12,100,8092,88.22,20.9
7/24/2024 15:30,15,15,890,0,0,0.6,12,100,8091,88.2,20.6
7/24/2024 15:45,15,15,843,0,0,1.6,24,100,8089,88.19,20.3
7/24/2024 16:00,15,15,823,0,0,0.2,12,100,8089,88.16,20
7/24/2024 16:15,15,15,913,0,0,0.2,12,100,8087,88.18,19.5
7/24/2024 16:30,15,15,873,0,0,0.6,12,100,8087,88.18,19.2
7/24/2024 16:45,15,15,791,0,0,0.4,12,100,8085,88.2,19.3
7/24/2024 17:00,15,15,803,0,0,0,0,100,8083,88.22,19.4
7/24/2024 17:15,15,15,845,0,0,0,0,100,8083,88.27,19.3
7/24/2024 17:30,15,15,821,0,0,0.4,12,100,8081,88.3,19.2
7/24/2024 17:45,15,15,838,0,0,0,0,100,8082,88.31,19.2
7/24/2024 18:00,15,15,794,0,0,0.2,12,100,8079,88.31,19.1
7/24/2024 18:15,15,15,764,0,0,0,0,100,8078,88.31,19
7/24/2024 18:30,15,15,836,0,0,0,0,100,8076,88.3,19
7/24/2024 18:45,15,15,909,0,0,0.2,12,100,8078,88.3,18.8
7/24/2024 19:00,15,15,873,0,0,0.4,12,100,8075,88.31,18.7
7/24/2024 19:15,15,15,866,0,0,0.6,12,100,8075,88.32,18.6
7/24/2024 19:30,15,15,802,0,0,0.2,12,100,8073,88.33,18.4
7/24/2024 19:45,15,15,815,0,0,0,0,100,8073,88.33,18.3
7/24/2024 20:00,15,15,785,0,0,0.2,12,100,8071,88.32,18.4
7/24/2024 20:15,15,15,717,0,0,0,0,100,8072,88.34,18.4
7/24/2024 20:30,15,15,687,0,0,0,0,100,8071,88.37,18.4
7/24/2024 20:45,15,15,664,0,0,0,0,100,8069,88.39,18.5
7/24/2024 21:00,15,15,657,0,0,0,0,100,8068,88.39,18.5
7/24/2024 21:15,15,15,643,0,0,0,0,100,8068,88.38,18.5
7/24/2024 21:30,15,15,638,0,0,0,0,100,8065,88.38,18.6
7/24/2024 21:45,15,15,643,0,0,0,0,100,8066,88.39,18.7
7/24/2024 22:00,15,15,651,0,0,0,0,100,8067,88.38,18.7
7/24/2024 22:15,15,15,665,0,0,0,0,100,8063,88.38,18.6
7/24/2024 22:30,15,15,668,0,0,0,0,100,8064,88.38,18.6
7/24/2024 22:45,15,15,676,0,0,0,0,100,8063,88.36,18.5
7/24/2024 23:00,15,15,686,0,0,0,0,100,8061,88.34,18.4
7/24/2024 23:15,15,15,696,0,0,0,0,100,8059,88.32,18.4
7/24/2024 23:30,15,15,681,0,0,0,0,100,8061,88.31,18.3
7/24/2024 23:45,15,15,692,0,0,0,0,100,8058,88.31,18.3
